customer_id,customer_name,segment,first_order_date,last_order_date,cohort_year,recency_days,lifetime_days,lifetime_years,orders_count,units_sold,aov,total_sales,total_profit,profit_margin_pct,avg_discount_pct,annualized_clv,r_score,f_score,m_score,rfm_code,rfm_segment,value_quadrant,clv_decile
JM-16195,Justin MacKendrick,Consumer,2023-04-30,2026-11-03,2023,57,1283,3.52,10,74,283.39,2833.93,754.11,26.61,6.32,806.22,3,5,4,354,Loyal Customers,High Vol / High Profit,6
JO-15145,Jack O'Briant,Corporate,2023-01-06,2026-11-03,2023,57,1397,3.83,9,59,361.66,3254.95,581.4,17.86,7.31,850.43,3,5,4,354,Loyal Customers,High Vol / High Profit,5
JO-15280,Jas O'Carroll,Consumer,2023-03-31,2026-09-29,2023,92,1278,3.5,6,36,322.38,1934.27,202.14,10.45,17.27,552.43,3,3,3,333,Need Attention,Low Vol / Low Profit,7
JO-15550,Jesus Ocampo,Home Office,2024-03-19,2026-05-29,2024,215,801,2.19,5,42,218.17,1090.84,167.67,15.37,23.64,497.07,2,2,2,222,Lost / Hibernating,Low Vol / Low Profit,8
JP-11135,James Peterman,Corporate,2023-11-24,2026-12-29,2023,1,1131,3.1,5,45,103.04,515.2,186.68,36.23,0.0,166.27,5,2,1,521,New Customers,Low Vol / Low Profit,10
JP-15460,Jennifer Patt,Corporate,2023-08-24,2026-11-23,2023,37,1187,3.25,7,54,238.45,1669.14,429.75,25.75,14.0,513.26,4,4,2,442,Need Attention,Low Vol / High Profit,7
JP-15520,Jeremy Pistek,Consumer,2023-08-22,2026-12-22,2023,8,1218,3.34,7,63,519.37,3635.59,757.18,20.83,5.94,1089.48,5,4,4,544,Champions,High Vol / High Profit,4
JP-16135,Julie Prescott,Home Office,2023-09-23,2026-09-19,2023,102,1092,2.99,9,47,189.75,1707.71,309.71,18.14,15.38,570.8,2,5,2,252,Need Attention,Low Vol / High Profit,7
JR-15670,Jim Radford,Consumer,2024-12-24,2025-05-16,2024,593,143,0.39,2,14,578.33,1156.66,-785.16,-67.88,30.0,2952.31,1,1,2,112,Lost / Hibernating,Low Vol / Low Profit,1
JR-15700,Jocasta Rupert,Consumer,2026-10-23,2026-10-23,2026,68,0,0.0,1,3,863.88,863.88,107.98,12.5,20.0,863.88,3,1,1,311,Need Attention,Low Vol / Low Profit,5
JR-16210,Justin Ritter,Corporate,2024-09-18,2026-11-27,2024,33,800,2.19,5,41,440.34,2201.69,452.37,20.55,22.0,1004.52,4,2,3,423,Potential Loyalists,Low Vol / High Profit,5
JS-13215,Jennifer Sheldon,Corporate,2025-09-26,2026-09-26,2025,95,365,1.0,2,2,9.99,19.98,8.99,45.0,0.0,19.98,3,1,1,311,Need Attention,Low Vol / Low Profit,10
JS-15595,Jill Stevenson,Corporate,2023-03-03,2026-09-02,2023,119,1279,3.5,4,35,354.41,1417.65,-175.55,-12.38,31.25,404.57,2,1,2,212,Lost / Hibernating,Low Vol / Low Profit,8
JS-15685,Jim Sink,Corporate,2025-06-14,2026-11-18,2025,42,522,1.43,4,42,282.77,1131.06,-54.87,-4.85,20.91,790.88,4,1,2,412,New Customers,Low Vol / Low Profit,6
JS-15880,John Stevenson,Consumer,2023-04-08,2025-07-14,2023,534,828,2.27,5,43,773.6,3868.02,564.98,14.61,14.67,1705.11,1,2,4,124,Need Attention,High Vol / High Profit,2
JS-15940,Joni Sundaresam,Home Office,2023-05-03,2025-09-23,2023,463,874,2.39,5,37,93.83,469.17,-327.93,-69.9,33.75,195.93,1,2,1,121,Lost / Hibernating,Low Vol / Low Profit,10
JS-16030,Joy Smith,Consumer,2023-02-27,2026-12-02,2023,28,1374,3.76,6,70,419.42,2516.49,-311.26,-12.37,18.33,668.5,4,3,3,433,Potential Loyalists,High Vol / Low Profit,7
JT-12540,Jill Trafton,Consumer,2025-03-19,2026-03-19,2025,286,365,1.0,2,2,72.29,144.59,-197.6,-136.67,70.0,144.59,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,10
JW-15220,Jane Waco,Corporate,2023-01-21,2026-11-18,2023,42,1397,3.83,10,154,884.64,8846.35,2530.51,28.61,2.94,2311.32,4,5,5,455,Champions,High Vol / High Profit,1
JW-15955,Joni Wasserman,Consumer,2024-08-16,2026-12-25,2024,5,861,2.36,7,41,177.73,1244.09,-29.58,-2.38,8.18,527.4,5,4,2,542,Need Attention,Low Vol / Low Profit,7
JW-16075,Julia West,Consumer,2024-03-21,2025-09-25,2024,461,553,1.52,4,38,357.18,1428.73,154.06,10.78,32.86,943.01,1,1,2,112,Lost / Hibernating,Low Vol / Low Profit,5
KA-16525,Kelly Andreada,Consumer,2023-03-11,2026-11-24,2023,36,1354,3.71,7,57,217.07,1519.51,234.92,15.46,5.45,409.62,4,4,2,442,Need Attention,Low Vol / High Profit,8
KB-16240,Karen Bern,Corporate,2023-03-31,2026-12-26,2023,4,1366,3.74,7,34,450.37,3152.62,763.91,24.23,15.0,842.39,5,4,4,544,Champions,High Vol / High Profit,6
KB-16315,Karl Braun,Consumer,2023-08-26,2026-03-09,2023,296,926,2.54,9,62,174.38,1569.46,49.72,3.17,19.55,618.63,1,5,2,152,Need Attention,Low Vol / Low Profit,7
KB-16405,Katrina Bavinger,Home Office,2024-11-20,2026-09-04,2024,117,653,1.79,3,25,302.94,908.82,274.3,30.18,4.44,507.99,2,1,1,211,Lost / Hibernating,Low Vol / High Profit,8
KB-16585,Ken Black,Corporate,2023-04-04,2026-05-14,2023,230,1136,3.11,12,102,228.73,2744.74,579.36,21.11,10.87,881.89,1,5,3,153,At Risk,High Vol / High Profit,5
KB-16600,Ken Brennan,Corporate,2023-12-30,2026-12-29,2023,1,1095,3.0,7,29,140.56,983.92,293.55,29.83,26.67,327.97,5,4,2,542,Need Attention,Low Vol / High Profit,9
KC-16255,Karen Carlisle,Corporate,2023-09-08,2025-11-18,2023,407,802,2.2,6,40,353.49,2120.95,846.12,39.89,2.0,965.27,1,3,3,133,At Risk,Low Vol / High Profit,5
KC-16540,Kelly Collister,Consumer,2024-11-02,2026-09-24,2024,97,691,1.89,4,28,977.07,3908.26,709.42,18.15,20.0,2064.42,3,1,4,314,Need Attention,High Vol / High Profit,2
KC-16675,Kimberly Carter,Corporate,2023-12-13,2026-11-03,2023,57,1056,2.89,4,40,286.51,1146.05,156.78,13.68,8.57,396.13,3,1,2,312,Need Attention,Low Vol / Low Profit,8
KD-16270,Karen Daniels,Consumer,2023-11-11,2025-09-02,2023,484,661,1.81,5,64,1656.47,8282.36,1107.7,13.37,18.75,4573.47,1,2,5,125,Need Attention,High Vol / High Profit,1
KD-16345,Katherine Ducich,Consumer,2023-09-02,2026-11-19,2023,41,1174,3.22,6,36,314.83,1888.96,328.59,17.4,13.0,587.28,4,3,3,433,Potential Loyalists,Low Vol / High Profit,7
KD-16495,Keith Dawkins,Corporate,2023-09-28,2026-09-09,2023,112,1077,2.95,12,84,681.77,8181.26,3038.63,37.14,8.75,2772.66,2,5,5,255,Cant Lose Them,High Vol / High Profit,1
KD-16615,Ken Dana,Corporate,2024-09-13,2026-03-16,2024,289,549,1.5,5,56,448.7,2243.51,539.72,24.06,10.77,1491.59,1,2,3,123,Need Attention,High Vol / High Profit,3
KE-16420,Katrina Edelman,Corporate,2023-04-03,2026-12-04,2023,26,1341,3.67,8,67,210.84,1686.73,397.88,23.59,21.47,459.1,5,4,2,542,Need Attention,Low Vol / High Profit,8
KF-16285,Karen Ferguson,Home Office,2023-09-26,2026-09-24,2023,97,1094,3.0,7,67,1514.9,10604.27,1660.14,15.66,3.33,3537.99,3,4,5,345,Loyal Customers,High Vol / High Profit,1
KH-16330,Katharine Harms,Corporate,2023-04-01,2026-11-20,2023,40,1329,3.64,8,70,414.11,3312.86,454.79,13.73,13.89,909.85,4,4,4,444,Champions,High Vol / High Profit,5
KH-16360,Katherine Hughes,Consumer,2023-04-29,2026-12-29,2023,1,1340,3.67,6,40,516.77,3100.61,528.21,17.04,15.0,844.57,5,3,4,534,Potential Loyalists,High Vol / High Profit,6
KH-16510,Keith Herrera,Consumer,2023-08-15,2026-12-08,2023,22,1211,3.32,7,91,850.41,5952.86,656.12,11.02,10.87,1794.21,5,4,5,545,Champions,High Vol / High Profit,2
KH-16630,Ken Heidel,Corporate,2023-11-01,2026-11-02,2023,58,1097,3.01,9,84,435.44,3918.97,727.38,18.56,10.59,1303.94,3,5,4,354,Loyal Customers,High Vol / High Profit,3
KH-16690,Kristen Hastings,Corporate,2023-03-21,2026-12-28,2023,2,1378,3.78,7,69,855.83,5990.8,1227.51,20.49,12.67,1586.82,5,4,5,545,Champions,High Vol / High Profit,3
KL-16555,Kelly Lampkin,Corporate,2023-06-15,2026-12-14,2023,16,1278,3.5,8,84,627.06,5016.49,-182.78,-3.64,29.55,1432.72,5,4,5,545,Champions,High Vol / Low Profit,3
KL-16645,Ken Lonsdale,Consumer,2023-07-25,2026-11-13,2023,47,1207,3.31,12,113,1181.27,14175.23,806.85,5.69,20.0,4286.63,4,5,5,455,Champions,High Vol / High Profit,1
KM-16225,Kalyca Meade,Corporate,2024-07-06,2026-12-16,2024,14,893,2.45,6,72,376.83,2260.96,635.11,28.09,2.11,924.13,5,3,3,533,Potential Loyalists,High Vol / High Profit,5
KM-16375,Katherine Murray,Home Office,2023-07-20,2026-11-04,2023,56,1203,3.3,8,69,702.52,5620.19,973.79,17.33,14.0,1705.21,3,4,5,345,Loyal Customers,High Vol / High Profit,2
KM-16660,Khloe Miller,Consumer,2023-12-22,2026-12-15,2023,15,1089,2.98,5,30,90.71,453.54,91.14,20.1,4.44,152.01,5,2,1,521,New Customers,Low Vol / Low Profit,10
KM-16720,Kunst Miller,Consumer,2023-03-30,2026-12-02,2023,28,1343,3.68,8,98,613.68,4909.47,745.77,15.19,8.93,1334.29,4,4,5,445,Champions,High Vol / High Profit,3
KN-16390,Katherine Nockton,Corporate,2023-12-02,2026-12-11,2023,19,1105,3.03,9,56,290.81,2617.27,-151.15,-5.78,21.76,864.53,5,5,3,553,Loyal Customers,High Vol / Low Profit,5
KN-16450,Kean Nguyen,Corporate,2023-04-12,2026-11-08,2023,52,1306,3.58,5,49,434.39,2171.96,114.31,5.26,28.12,607.02,3,2,3,323,Need Attention,Low Vol / Low Profit,7
KN-16705,Kristina Nunn,Home Office,2023-03-02,2026-09-23,2023,98,1301,3.56,8,55,285.07,2280.58,329.76,14.46,12.0,639.82,3,4,3,343,Loyal Customers,High Vol / High Profit,7
KS-16300,Karen Seio,Corporate,2024-01-13,2026-03-10,2024,295,787,2.16,3,10,29.49,88.47,0.11,0.13,27.5,41.03,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,10
KT-16465,Kean Takahito,Consumer,2023-09-08,2025-12-04,2023,391,818,2.24,7,45,436.73,3057.1,254.0,8.31,22.86,1364.11,1,4,4,144,Cant Lose Them,High Vol / High Profit,3
KT-16480,Kean Thornton,Consumer,2023-03-10,2026-09-21,2023,100,1291,3.54,10,37,464.21,4642.09,194.07,4.18,14.77,1312.44,3,5,5,355,Loyal Customers,High Vol / Low Profit,3
KW-16435,Katrina Willman,Consumer,2024-08-24,2026-09-25,2024,96,762,2.09,5,42,883.3,4416.52,1756.13,39.76,11.0,2115.52,3,2,5,325,Need Attention,High Vol / High Profit,2
KW-16570,Kelly Williams,Consumer,2023-09-30,2024-11-20,2023,770,417,1.14,4,22,112.27,449.1,107.93,24.03,4.0,393.09,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,8
LA-16780,Laura Armstrong,Corporate,2023-04-29,2026-07-29,2023,154,1187,3.25,11,105,788.47,8673.22,2059.12,23.74,11.54,2667.0,2,5,5,255,Cant Lose Them,High Vol / High Profit,1
LB-16735,Larry Blacks,Consumer,2025-07-25,2026-11-12,2025,48,475,1.3,3,12,16.73,50.19,18.65,37.16,26.67,38.57,4,1,1,411,New Customers,Low Vol / Low Profit,10
LB-16795,Laurel Beltran,Home Office,2023-04-23,2026-07-31,2023,152,1195,3.27,8,76,623.21,4985.68,-52.19,-1.05,23.75,1522.82,2,4,5,245,Cant Lose Them,High Vol / Low Profit,3
LC-16870,Lena Cacioppo,Consumer,2024-05-03,2026-12-03,2024,27,944,2.59,8,113,322.59,2580.7,-188.25,-7.29,24.0,997.84,4,4,3,443,Loyal Customers,High Vol / Low Profit,5
LC-16885,Lena Creighton,Consumer,2023-04-25,2026-12-14,2023,16,1329,3.64,12,93,638.59,7663.13,1288.35,16.81,15.65,2104.62,5,5,5,555,Champions,High Vol / High Profit,2
LC-16930,Linda Cazamias,Corporate,2023-02-20,2026-11-19,2023,41,1368,3.75,8,52,561.62,4492.95,288.27,6.42,17.14,1198.78,4,4,5,445,Champions,High Vol / High Profit,4
LC-16960,Lindsay Castell,Home Office,2024-02-23,2025-10-20,2024,436,605,1.66,4,30,811.66,3246.63,299.48,9.22,28.57,1958.71,1,1,4,114,Need Attention,High Vol / High Profit,2
LC-17050,Liz Carlisle,Consumer,2023-01-31,2026-11-06,2023,54,1375,3.77,5,43,419.01,2095.06,86.78,4.14,27.22,556.14,3,2,3,323,Need Attention,Low Vol / Low Profit,7
LC-17140,Logan Currie,Consumer,2023-09-09,2026-12-17,2023,13,1195,3.27,9,62,292.62,2633.58,231.13,8.78,18.42,804.4,5,5,3,553,Loyal Customers,High Vol / High Profit,6
LD-16855,Lela Donovan,Corporate,2025-06-26,2025-06-26,2025,552,0,0.0,1,3,5.3,5.3,0.46,8.75,20.0,5.3,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,10
LD-17005,Lisa DeCherney,Consumer,2023-09-29,2025-11-11,2023,414,774,2.12,4,25,490.48,1961.93,557.17,28.4,2.86,925.2,1,1,3,113,Need Attention,Low Vol / High Profit,5
LE-16810,Laurel Elliston,Consumer,2023-05-27,2026-12-09,2023,21,1292,3.54,6,32,244.91,1469.45,161.76,11.01,25.56,415.13,5,3,2,532,Need Attention,Low Vol / Low Profit,8
LF-17185,Luke Foster,Consumer,2023-07-26,2026-12-08,2023,22,1231,3.37,7,69,561.5,3930.51,-3583.98,-91.18,31.88,1165.42,5,4,4,544,Champions,High Vol / Low Profit,4
LH-16750,Larry Hughes,Consumer,2023-09-21,2026-08-01,2023,151,1045,2.86,3,12,95.81,287.43,12.63,4.39,36.67,100.39,2,1,1,211,Lost / Hibernating,Low Vol / Low Profit,10
LH-16900,Lena Hernandez,Consumer,2023-08-19,2026-12-09,2023,21,1208,3.31,9,64,255.04,2295.33,526.07,22.92,12.67,693.54,5,5,3,553,Loyal Customers,High Vol / High Profit,6
LH-17020,Lisa Hazard,Consumer,2023-09-08,2026-05-05,2023,239,970,2.66,4,34,79.56,318.24,-242.74,-76.28,46.67,119.75,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,10
LH-17155,Logan Haushalter,Consumer,2023-12-12,2025-12-10,2023,385,729,2.0,9,44,193.3,1739.69,316.52,18.19,7.89,871.04,1,5,3,153,At Risk,Low Vol / High Profit,5
LL-16840,Lauren Leatherbury,Consumer,2023-04-29,2026-04-25,2023,249,1092,2.99,6,50,456.87,2741.2,560.01,20.43,1.67,916.24,1,3,3,133,At Risk,High Vol / High Profit,5
LM-17065,Liz MacKendrick,Consumer,2023-06-27,2025-12-04,2023,391,891,2.44,5,32,269.35,1346.77,-44.88,-3.33,5.71,551.71,1,2,2,122,Lost / Hibernating,Low Vol / Low Profit,7
LO-17170,Lori Olson,Corporate,2024-02-06,2026-12-28,2024,2,1056,2.89,5,34,128.87,644.35,150.17,23.31,25.56,222.72,5,2,1,521,New Customers,Low Vol / Low Profit,9
LP-17080,Liz Pelletier,Consumer,2023-06-24,2026-11-20,2023,40,1245,3.41,4,39,189.15,756.61,110.78,14.64,11.11,221.82,4,2,1,421,New Customers,Low Vol / Low Profit,9
LP-17095,Liz Preis,Consumer,2025-06-06,2026-12-21,2025,9,563,1.54,7,52,521.91,3653.4,338.45,9.26,18.67,2368.54,5,4,4,544,Champions,High Vol / High Profit,1
LR-16915,Lena Radford,Consumer,2023-08-08,2026-12-04,2023,26,1214,3.33,6,64,857.15,5142.89,535.48,10.41,17.5,1546.26,5,3,5,535,Potential Loyalists,High Vol / High Profit,3
LR-17035,Lisa Ryan,Corporate,2023-09-07,2026-08-20,2023,132,1078,2.95,5,44,375.86,1879.31,-382.81,-20.37,27.5,636.31,2,2,3,223,Need Attention,Low Vol / Low Profit,7
LS-16945,Linda Southworth,Corporate,2024-04-25,2026-07-05,2024,178,801,2.19,6,51,474.21,2845.27,-318.77,-11.2,30.71,1296.53,2,3,4,234,At Risk,High Vol / Low Profit,3
LS-16975,Lindsay Shagiari,Home Office,2023-10-20,2026-12-10,2023,20,1147,3.14,9,63,332.07,2988.67,262.64,8.79,28.18,951.06,5,5,4,554,Champions,High Vol / High Profit,5
LS-17200,Luke Schmidt,Corporate,2023-10-18,2026-09-25,2023,96,1073,2.94,6,54,168.38,1010.26,244.2,24.17,20.0,343.66,3,3,2,332,Need Attention,Low Vol / High Profit,9
LS-17230,Lycoris Saunders,Consumer,2023-01-06,2024-11-14,2023,776,678,1.86,3,16,122.96,368.88,39.2,10.63,11.67,198.59,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,10
LS-17245,Lynn Smith,Consumer,2023-10-16,2026-11-26,2023,34,1137,3.12,6,47,168.02,1008.14,348.36,34.55,8.33,323.63,4,3,2,432,Need Attention,Low Vol / High Profit,9
LT-16765,Larry Tron,Consumer,2023-09-01,2026-12-04,2023,26,1190,3.26,3,8,109.96,329.88,59.04,17.9,13.33,101.18,5,1,1,511,New Customers,Low Vol / Low Profit,10
LT-17110,Liz Thompson,Consumer,2023-06-01,2026-11-26,2023,34,1274,3.49,8,63,367.03,2936.25,320.97,10.93,24.64,841.23,4,4,4,444,Champions,High Vol / High Profit,6
LW-16825,Laurel Workman,Corporate,2023-05-30,2026-10-03,2023,88,1222,3.35,5,50,447.61,2238.06,32.58,1.46,20.67,668.49,3,2,3,323,Need Attention,Low Vol / Low Profit,7
LW-16990,Lindsay Williams,Corporate,2025-05-05,2026-11-27,2025,33,571,1.56,6,38,538.38,3230.31,662.83,20.52,10.91,2064.91,4,3,4,434,Potential Loyalists,High Vol / High Profit,2
LW-17125,Liz Willingham,Consumer,2023-09-11,2026-06-08,2023,205,1001,2.74,3,15,419.68,1259.04,192.63,15.3,0.0,459.09,2,1,2,212,Lost / Hibernating,Low Vol / Low Profit,8
LW-17215,Luke Weiss,Consumer,2023-09-12,2026-12-09,2023,21,1184,3.24,7,59,774.36,5420.51,837.24,15.45,16.67,1671.02,5,4,5,545,Champions,High Vol / High Profit,2
MA-17560,Matt Abelman,Home Office,2023-08-08,2026-10-27,2023,64,1176,3.22,11,117,390.83,4299.16,1240.23,28.85,9.41,1334.35,3,5,4,354,Loyal Customers,High Vol / High Profit,3
MA-17995,Michelle Arnett,Home Office,2023-09-20,2026-06-27,2023,186,1011,2.77,6,42,408.88,2453.28,280.78,11.45,4.17,885.71,2,3,3,233,At Risk,High Vol / High Profit,5
MB-17305,Maria Bertelson,Consumer,2023-08-08,2026-11-12,2023,48,1192,3.27,10,63,154.87,1548.7,212.42,13.72,17.37,474.23,4,5,2,452,Need Attention,Low Vol / Low Profit,8
MB-18085,Mick Brown,Consumer,2023-01-05,2026-11-16,2023,44,1411,3.87,7,39,204.03,1428.23,117.81,8.25,20.0,369.46,4,4,2,442,Need Attention,Low Vol / Low Profit,8
MC-17275,Marc Crier,Consumer,2023-09-08,2026-10-15,2023,76,1133,3.1,8,54,340.75,2725.98,461.0,16.91,13.08,878.18,3,4,3,343,Loyal Customers,High Vol / High Profit,5
MC-17425,Mark Cousins,Corporate,2023-05-30,2025-11-26,2023,399,911,2.5,5,48,886.43,4432.14,1802.39,40.67,12.0,1775.77,1,2,5,125,Need Attention,High Vol / High Profit,2
MC-17575,Matt Collins,Consumer,2023-12-02,2026-12-03,2023,27,1097,3.01,8,40,162.99,1303.89,210.75,16.16,29.09,433.84,4,4,2,442,Need Attention,Low Vol / Low Profit,8
MC-17590,Matt Collister,Corporate,2023-05-20,2026-11-09,2023,51,1269,3.48,6,47,404.34,2426.07,288.98,11.91,17.06,697.8,4,3,3,433,Potential Loyalists,High Vol / High Profit,6
MC-17605,Matt Connell,Corporate,2023-03-19,2026-09-09,2023,112,1270,3.48,8,60,282.27,2258.19,195.45,8.66,22.22,649.01,2,4,3,243,At Risk,High Vol / Low Profit,7
MC-17635,Matthew Clasen,Corporate,2023-11-28,2026-06-24,2023,189,939,2.57,4,33,198.79,795.15,-247.94,-31.18,17.5,309.09,2,2,1,221,Lost / Hibernating,Low Vol / Low Profit,9
MC-17845,Michael Chen,Consumer,2023-07-05,2026-12-29,2023,1,1273,3.49,7,45,543.67,3805.71,698.42,18.35,10.0,1091.19,5,4,4,544,Champions,High Vol / High Profit,4
MC-18100,Mick Crebagga,Consumer,2023-06-18,2026-11-19,2023,41,1250,3.42,10,73,221.9,2218.98,-64.17,-2.89,26.84,647.94,4,5,3,453,Loyal Customers,Low Vol / Low Profit,7
MC-18130,Mike Caudle,Corporate,2023-09-19,2025-12-26,2023,369,829,2.27,5,34,316.4,1582.0,121.76,7.7,5.45,696.54,1,2,2,122,Lost / Hibernating,Low Vol / Low Profit,6
MD-17350,Maribeth Dona,Consumer,2023-11-05,2026-09-04,2023,117,1034,2.83,7,64,538.05,3766.38,-241.95,-6.42,32.94,1329.53,2,4,4,244,Cant Lose Them,High Vol / Low Profit,3
MD-17860,Michael Dominguez,Corporate,2023-12-02,2026-11-24,2023,36,1088,2.98,5,45,240.98,1204.91,-4.04,-0.34,28.75,404.22,4,2,2,422,New Customers,Low Vol / Low Profit,8
ME-17320,Maria Etezadi,Home Office,2023-01-06,2026-11-18,2023,42,1412,3.87,10,82,1066.37,10663.73,1859.47,17.44,13.18,2756.56,4,5,5,455,Champions,High Vol / High Profit,1
ME-17725,Max Engle,Consumer,2023-07-12,2026-12-02,2023,28,1239,3.39,8,46,238.56,1908.45,77.81,4.08,22.46,562.22,4,4,3,443,Loyal Customers,Low Vol / Low Profit,7
ME-18010,Michelle Ellison,Corporate,2023-07-21,2026-09-29,2023,92,1166,3.19,4,15,314.24,1256.94,107.36,8.54,16.67,393.47,3,2,2,322,Need Attention,Low Vol / Low Profit,8
MF-17665,Maureen Fritzler,Corporate,2023-12-30,2025-11-04,2023,421,675,1.85,5,36,187.41,937.04,-341.53,-36.45,13.75,506.7,1,2,2,122,Lost / Hibernating,Low Vol / Low Profit,8
MF-18250,Monica Federle,Corporate,2023-09-15,2026-12-23,2023,7,1195,3.27,5,38,351.66,1758.3,456.86,25.98,6.67,537.05,5,2,3,523,Potential Loyalists,Low Vol / High Profit,7
MG-17650,Matthew Grinstein,Home Office,2023-08-09,2026-12-01,2023,29,1210,3.32,7,57,540.75,3785.28,341.9,9.03,12.86,1141.84,4,4,4,444,Champions,High Vol / High Profit,4
MG-17680,Maureen Gastineau,Home Office,2023-10-22,2026-09-29,2023,92,1073,2.94,4,25,587.55,2350.19,25.89,1.1,22.5,799.46,3,2,3,323,Need Attention,High Vol / Low Profit,6
MG-17695,Maureen Gnade,Consumer,2023-12-26,2025-06-23,2023,555,545,1.49,3,23,447.43,1342.28,-398.79,-29.71,25.71,898.96,1,1,2,112,Lost / Hibernating,Low Vol / Low Profit,5
MG-17875,Michael Grace,Home Office,2023-02-23,2026-09-05,2023,116,1290,3.53,5,23,248.57,1242.83,-470.77,-37.88,24.29,351.65,2,2,2,222,Lost / Hibernating,Low Vol / Low Profit,9
MG-17890,Michael Granlund,Home Office,2023-12-29,2026-09-22,2023,99,998,2.73,9,35,86.26,776.38,171.74,22.12,11.92,283.95,3,5,1,351,Need Attention,Low Vol / Low Profit,9
MG-18145,Mike Gockenbach,Consumer,2023-03-29,2026-10-07,2023,84,1288,3.53,4,42,765.39,3061.54,-93.6,-3.06,18.75,867.6,3,2,4,324,Need Attention,High Vol / Low Profit,5
MG-18205,Mitch Gastineau,Corporate,2026-04-10,2026-04-10,2026,264,0,0.0,1,8,16.74,16.74,-1.25,-7.44,45.0,16.74,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,10
MH-17290,Marc Harrigan,Home Office,2023-04-26,2026-09-02,2023,119,1225,3.36,6,55,399.0,2394.02,28.76,1.2,18.85,713.32,2,3,3,233,At Risk,High Vol / Low Profit,6
MH-17440,Mark Haberlin,Corporate,2023-02-04,2025-12-19,2023,376,1049,2.87,4,25,100.0,400.02,61.43,15.36,7.78,139.19,1,2,1,121,Lost / Hibernating,Low Vol / Low Profit,10
MH-17455,Mark Hamilton,Consumer,2023-07-11,2026-10-06,2023,85,1183,3.24,8,45,307.02,2456.18,484.77,19.74,16.36,757.82,3,4,3,343,Loyal Customers,High Vol / High Profit,6
MH-17620,Matt Hagelstein,Corporate,2024-12-05,2026-07-28,2024,155,600,1.64,4,19,313.2,1252.8,122.36,9.77,23.33,762.12,2,2,2,222,Lost / Hibernating,Low Vol / Low Profit,6
MH-17785,Maya Herman,Corporate,2023-05-27,2026-09-23,2023,98,1215,3.33,7,42,314.83,2203.78,238.56,10.83,7.27,662.04,3,4,3,343,Loyal Customers,Low Vol / High Profit,7
MH-18025,Michelle Huthwaite,Consumer,2023-07-08,2026-11-11,2023,49,1222,3.35,5,31,596.99,2984.95,476.9,15.98,13.0,891.58,4,2,4,424,Potential Loyalists,High Vol / High Profit,5
MH-18115,Mick Hernandez,Home Office,2025-08-23,2026-12-25,2025,5,489,1.34,9,79,611.45,5503.09,170.97,3.11,16.82,4107.63,5,5,5,555,Champions,High Vol / Low Profit,1
MJ-17740,Max Jones,Consumer,2024-06-09,2026-12-08,2024,22,912,2.5,7,50,902.96,6320.75,1054.55,16.68,21.33,2529.68,5,4,5,545,Champions,High Vol / High Profit,1
MK-17905,Michael Kennedy,Corporate,2023-11-18,2026-12-02,2023,28,1110,3.04,8,73,287.8,2302.37,-405.36,-17.61,30.0,757.08,4,4,3,443,Loyal Customers,High Vol / Low Profit,6
MK-18160,Mike Kennedy,Consumer,2023-12-19,2026-05-04,2023,240,867,2.38,4,43,257.9,1031.6,227.83,22.09,8.18,434.3,1,2,2,122,Lost / Hibernating,Low Vol / High Profit,8
MK-19560,Michael Knudson,Corporate,2023-12-02,2026-12-02,2023,28,1096,3.0,7,48,32.24,225.7,-74.14,-32.85,40.0,75.16,4,4,1,441,Need Attention,Low Vol / Low Profit,10
ML-17395,Marina Lichtenstein,Corporate,2023-02-14,2026-10-22,2023,69,1346,3.69,9,72,302.54,2722.84,684.92,25.15,17.25,738.36,3,5,3,353,Loyal Customers,High Vol / High Profit,6
ML-17410,Maris LaWare,Consumer,2023-11-14,2026-11-06,2023,54,1088,2.98,6,51,486.92,2921.5,-76.18,-2.61,16.67,980.1,3,3,4,334,Need Attention,High Vol / Low Profit,5
ML-17755,Max Ludwig,Home Office,2025-08-04,2026-12-01,2025,29,484,1.33,7,53,295.99,2071.91,409.51,19.76,10.77,1562.5,4,4,3,443,Loyal Customers,Low Vol / High Profit,3
ML-18040,Michelle Lonsdale,Corporate,2026-03-26,2026-10-12,2026,79,200,0.55,3,18,247.36,742.08,138.72,18.69,25.0,1354.3,3,1,1,311,Need Attention,Low Vol / Low Profit,3
ML-18265,Muhammed Lee,Consumer,2024-05-31,2026-09-21,2024,100,843,2.31,2,7,81.12,162.23,42.66,26.3,6.67,70.24,3,1,1,311,Need Attention,Low Vol / Low Profit,10
MM-17260,Magdelene Morse,Consumer,2023-05-28,2026-07-15,2023,168,1144,3.13,4,17,328.51,1314.02,178.4,13.58,13.33,419.25,2,2,2,222,Lost / Hibernating,Low Vol / Low Profit,8
